;;;;;;;
FECHA;Carapungo;CENTRO;COTOCOLLAO;SANGOLQUI;TUMBACO;;
21/1/2025;0,217;0,457;0,558;-0,038;0,442;;
21/1/2025;0,177;0,507;0,438;-0,052;0,364;;
21/1/2025;0,444;0,909;0,698;0,038;0,624;;
21/1/2025;0,71;2,013;1,884;0,441;1,244;;
21/1/2025;1,297;2,512;2,925;0,927;1,632;;
21/1/2025;1,384;1,098;1,385;0,827;1,139;;
21/1/2025;0,857;0,822;1,047;0,511;0,675;;
21/1/2025;0,704;0,661;0,649;0,261;0,728;;
21/1/2025;0,596;0,541;0,242;0,102;0,469;;
21/1/2025;0,419;0,498;0,227;0,026;0,448;;
21/1/2025;0,386;0,4;0,144;0;0,343;;
21/1/2025;0,264;0,413;0,117;0,024;0,41;;
21/1/2025;0,268;0,376;0,139;0,019;0,389;;
21/1/2025;0,347;0,389;0,134;0,068;0,419;;
21/1/2025;0,919;0,486;0,175;0,112;0,413;;
21/1/2025;0,853;0,432;0,3;0,288;0,468;;
21/1/2025;0,583;0,489;0,355;0,127;0,673;;
21/1/2025;0,558;0,469;0,314;0,039;0,392;;
21/1/2025;0,685;0,597;0,346;-0,007;0,398;;
21/1/2025;0,356;0,533;0,281;0,021;0,31;;
21/1/2025;0,238;0,313;0,142;0,025;0,33;;
22/1/2025;0,199;0,257;0,059;-0,009;0,258;;
22/1/2025;0,154;0,245;0,06;0;0,265;;
22/1/2025;0,141;0,228;0,031;-0,042;0,258;;
22/1/2025;0,113;0,161;0,03;-0,025;0,246;;
22/1/2025;0,107;0,173;0,019;-0,028;0,264;;
22/1/2025;0,179;0,247;0,07;0,039;0,307;;
22/1/2025;0,422;0,505;0,29;0,287;0,6;;
22/1/2025;0,774;0,649;0,685;0,534;1,376;;
22/1/2025;0,726;0,709;0,579;0,639;0,927;;
22/1/2025;0,663;0,622;0,49;0,329;0,647;;
22/1/2025;0;0,396;0,36;0,16;0,64;;
22/1/2025;0,426;0,444;0,204;0,087;0,431;;
22/1/2025;0,265;0,405;0,185;0,048;0,426;;
22/1/2025;0,274;0,409;0,132;0,02;0,478;;
22/1/2025;0,219;0,362;0,095;0,032;0,416;;
22/1/2025;0,251;0,435;0,123;0,067;0,402;;
22/1/2025;0,508;0,481;0,16;0,161;0,778;;
22/1/2025;0,776;0,471;0,198;0,298;0,988;;
22/1/2025;0,593;0,587;0,496;0,181;0,897;;
22/1/2025;1,052;0,742;0,76;0,346;0,986;;
22/1/2025;0,831;0,783;0,561;0,418;1,084;;
22/1/2025;0,679;0,605;0,58;0,414;1,262;;
22/1/2025;0,711;0,418;0,619;0,522;0,988;;
22/1/2025;0,648;0,494;0,481;0,455;0,819;;
23/1/2025;0,342;0,376;0,611;0,222;0,618;;
23/1/2025;0;0,385;0;0,135;0;;
23/1/2025;0,126;0,2;0,253;0,034;0,49;;
23/1/2025;0,124;0,231;0,28;0;0,436;;
23/1/2025;0,109;0,208;0,268;0;0,395;;
23/1/2025;0,24;0,512;0,662;0,099;0,517;;
23/1/2025;0,973;1,127;1,811;0,447;1,274;;
23/1/2025;1,85;2,889;2,471;1,092;1,475;;
23/1/2025;2,228;1,464;1,446;0,86;1,315;;
23/1/2025;1,642;0,784;1,652;0,823;0,779;;
23/1/2025;0,938;0,797;0,59;0,358;0,782;;
23/1/2025;0,303;0,323;0,395;0,071;0,545;;
23/1/2025;0,311;0,303;0,314;0,011;0,489;;
23/1/2025;0,354;0,287;0,277;0,017;0,443;;
23/1/2025;0,253;0,296;0,267;-0,001;0,506;;
23/1/2025;0,27;0,321;0,252;0,008;0,463;;
23/1/2025;0,246;0,371;0,159;-0,024;0,579;;
23/1/2025;0,245;0,406;0,175;-0,004;0,616;;
23/1/2025;0,208;0,609;0,283;0,03;0,628;;
23/1/2025;0,221;0,409;0,371;0,064;1,014;;
23/1/2025;0,216;0,308;0,355;0,225;1,511;;
23/1/2025;0,237;0,325;0,337;0,45;1,286;;
23/1/2025;0,411;0,346;0,337;0,453;0,634;;
23/1/2025;0,22;0,294;0,351;0,272;0,867;;
24/1/2025;0,112;0,246;0,278;0,257;0,932;;
24/1/2025;0,084;0,216;0,259;0;0,628;;
24/1/2025;0,092;0,192;0,183;0,081;0,528;;
24/1/2025;0,09;0,192;0,19;0,035;0,509;;
24/1/2025;0,114;0,187;0,212;0,04;0,482;;
24/1/2025;0,194;0,309;0,369;0,025;0,592;;
24/1/2025;0,804;0,613;0,653;0,166;1,224;;
24/1/2025;0,94;1,06;0,965;0,398;1,987;;
24/1/2025;0,827;0,735;1,009;0,778;1,928;;
24/1/2025;0,8;0,763;1,006;0,729;1,174;;
24/1/2025;0,515;0,43;0,712;0,305;1,335;;
24/1/2025;0,374;0,396;0,348;0,122;0,984;;
24/1/2025;0,382;0,35;0,329;0,285;0,638;;
24/1/2025;0,342;0,356;0,338;0,159;0,543;;
24/1/2025;0,291;0,35;0,284;0,119;0,412;;
24/1/2025;0,327;0,409;0,203;0,2;0,506;;
24/1/2025;0,351;0,487;0,187;0,195;0,596;;
24/1/2025;0,543;0,529;0,332;0,089;0,622;;
24/1/2025;0,889;0,893;0,403;0,135;0,603;;
24/1/2025;1,033;0,871;0,43;0,166;0,608;;
24/1/2025;1,017;0,928;0,795;0,111;0,582;;
24/1/2025;1,095;0,952;1,028;0,069;0,623;;
24/1/2025;0,905;0,933;0,665;0,164;0,557;;
24/1/2025;0,557;0,666;0,631;0,168;0,483;;
25/1/2025;0,647;0,647;0,715;0,082;0,502;;
25/1/2025;0;0,675;0;0,086;0;;
25/1/2025;0,348;0,48;0,357;0,051;0,495;;
25/1/2025;0,324;0,406;0,257;0,012;0,449;;
25/1/2025;0,271;0,358;0,184;0,005;0,461;;
25/1/2025;0,271;0,5;0,242;0,068;0,508;;
25/1/2025;0,558;0,891;0,81;0,186;0,89;;
25/1/2025;0,928;1,061;1,019;0,414;0,836;;
25/1/2025;1,027;1,141;0,621;0,44;0,886;;
25/1/2025;0,937;1,206;0,562;0,216;0,96;;
25/1/2025;0,682;0,776;0,624;0,124;0,972;;
25/1/2025;0,358;0,41;0,401;0,107;0,759;;
25/1/2025;0,394;0,319;0,337;0,067;0,747;;
25/1/2025;0,262;0,37;0,333;0,04;0,84;;
25/1/2025;0,332;0,514;0,264;0,05;0,841;;
25/1/2025;0,409;0,559;0,262;0,042;0,725;;
25/1/2025;0,229;0,405;0,267;0,017;0;;
25/1/2025;0,293;0,527;0,4;0,086;0,612;;
25/1/2025;0,477;0,773;0,466;0,128;0,648;;
25/1/2025;0,513;1,034;0,641;0,134;0,678;;
25/1/2025;0,479;1,138;0,758;0,187;0,663;;
25/1/2025;0,365;1,058;0,958;0,162;0,787;;
25/1/2025;0,577;1,27;1,029;0,15;0,5;;
25/1/2025;0,761;0,905;1,16;0,083;0,51;;
26/1/2025;1,016;1,35;0,65;0,163;0,676;;
26/1/2025;0,719;1,287;0,684;0;0,651;;
26/1/2025;0,429;1,121;0,519;0,22;0,677;;
26/1/2025;0,331;0,688;0,438;0,167;0,552;;
26/1/2025;0,321;0,551;0,366;0,144;0,578;;
26/1/2025;0,426;0,61;0,321;0,098;0,566;;
26/1/2025;0,754;0,721;0,691;0,134;0,977;;
26/1/2025;0,889;0,504;1,034;0,271;1,029;;
26/1/2025;0,48;0,529;0,776;0,32;0,916;;
26/1/2025;0,272;0,305;0,437;0,187;0,742;;
26/1/2025;0,252;0,317;0,253;0,091;0,706;;
26/1/2025;0,201;0,294;0,198;0,012;0,499;;
26/1/2025;0,218;0,293;0,19;0,011;0,478;;
26/1/2025;0,226;0,295;0,215;0,003;0,456;;
26/1/2025;0,225;0,344;0,162;-0,004;0,459;;
26/1/2025;0,204;0,395;0,126;-0,016;0,543;;
26/1/2025;0,183;0,415;0,173;0,014;0,542;;
26/1/2025;0,292;0,369;0,149;-0,019;0,588;;
26/1/2025;0,332;0,44;0,232;0,001;0,652;;
26/1/2025;0,506;0,589;0,271;0,067;0,624;;
26/1/2025;0,447;0,606;0,466;0,078;0,621;;
26/1/2025;0,36;0,499;0,381;0,075;0,581;;
26/1/2025;0,264;0,519;0,36;0,068;0,527;;
26/1/2025;0,109;0,487;0,18;0,051;0,517;;
27/1/2025;0,336;0,367;0,252;0,074;0,642;;
27/1/2025;0;0,344;0;0,028;0;;
27/1/2025;0,218;0,272;0,126;0,031;0,623;;
27/1/2025;0,22;0,355;0,124;0,009;0,552;;
27/1/2025;0,205;0,384;0,204;0,001;0,585;;
27/1/2025;0,233;0,592;0,558;0,011;0,638;;
27/1/2025;0,829;1,369;1,712;0,313;1,009;;
27/1/2025;1,87;1,482;2,51;0,66;1,59;;
27/1/2025;0;0,916;1,144;0;1,192;;
27/1/2025;0;0,607;0,394;0;0,783;;
27/1/2025;0;0,399;0,372;0;0,89;;
27/1/2025;0;0,343;0,255;0;0,657;;
27/1/2025;0;0,364;0,247;0;0,532;;
27/1/2025;0;0,354;0,204;-0,007;0,507;;
27/1/2025;0,308;0,379;0,133;0;0,476;;
27/1/2025;0,256;0,451;0,145;0,018;0,661;;
27/1/2025;0,342;0,503;0,168;0,08;0,785;;
27/1/2025;0,479;0,614;0,177;0,19;0,706;;
27/1/2025;0,767;0,624;0,246;0,376;0,65;;
27/1/2025;0,611;0,752;0,358;0,111;0,606;;
27/1/2025;0,571;0,569;0,333;0,026;0,615;;
27/1/2025;0,696;0,523;0,49;0;0,551;;
27/1/2025;0,335;0,395;0,213;-0,026;0,491;;
27/1/2025;0,328;0,373;0,142;-0,041;0,473;;
28/1/2025;0,265;0,354;0,134;-0,051;0,447;;
28/1/2025;0,183;0,339;0,107;0;0,425;;
28/1/2025;0,183;0,37;0,109;-0,066;0,412;;
28/1/2025;0,168;0,37;0,137;-0,089;0,427;;
28/1/2025;0,132;0,343;0,131;-0,074;0,445;;
28/1/2025;0,224;0,359;0,262;0,034;0,494;;
28/1/2025;0,542;0,566;1,019;0,176;0,85;;
28/1/2025;1,306;1,255;1,717;0,659;1,134;;
28/1/2025;1,186;1,284;0,706;0,488;1,359;;
28/1/2025;0,728;0,871;0,417;0,174;0;;
28/1/2025;0,326;0,426;0,295;0,054;0;;
28/1/2025;0,308;0,357;0,25;-0,008;0;;
28/1/2025;0,303;0,363;0;0,028;0;;
28/1/2025;0,28;0,339;0,215;0,014;0;;
28/1/2025;0,249;0,403;0,168;0,049;0;;
28/1/2025;0,272;0,438;0,172;-0,03;0;;
28/1/2025;0,345;0,414;0,184;-0,03;0,319;;
28/1/2025;0,412;0,419;0,203;-0,02;0,419;;
28/1/2025;0,341;0,436;0,403;0,035;0,437;;
28/1/2025;0,304;0,44;0,464;0,052;0,437;;
28/1/2025;0,351;0,388;0,492;0,103;0,471;;
28/1/2025;0,245;0,324;0,428;0,118;0,418;;
28/1/2025;0,197;0,318;0,255;0,089;0,421;;
28/1/2025;0,173;0,407;0,244;0,11;0,377;;
29/1/2025;0,101;0,359;0,255;0,088;0,282;;
29/1/2025;0;0,341;0;0,028;0;;
29/1/2025;0,151;0,384;0,237;-0,03;0,165;;
29/1/2025;0,161;0,253;0,164;-0,064;0,15;;
29/1/2025;0,176;0,302;0,209;-0,06;0,168;;
29/1/2025;0,255;0,47;0,394;-0,027;0,259;;
29/1/2025;0,512;1,217;1,035;0,141;0,658;;
29/1/2025;1,242;1,619;1,381;0,404;1,24;;
29/1/2025;0,718;1,061;0,605;0,446;0,845;;
29/1/2025;0,447;0,656;0,297;0,312;0,662;;
29/1/2025;0,316;0,494;0,261;0,167;0,485;;
29/1/2025;0,383;0,354;0,289;0,096;0,384;;
29/1/2025;0,322;0,371;0,286;0,005;0,522;;
29/1/2025;0,433;0,358;0,299;0,024;0,39;;
29/1/2025;0,314;0,354;0,392;0,034;0,221;;
29/1/2025;0,327;0,354;0,334;0,01;0,205;;
29/1/2025;0,477;0,378;0,385;0,038;0,26;;
29/1/2025;0,458;0,497;0,353;0,061;0,513;;
29/1/2025;0,562;0,553;0,457;0,018;0,399;;
29/1/2025;0,678;0,657;0,534;0,042;0,488;;
29/1/2025;0,633;0,779;0,688;0,083;0,538;;
29/1/2025;0,494;0,706;0,605;0,086;0,84;;
29/1/2025;0,425;0,597;0,706;0,25;0,92;;
29/1/2025;0,211;0,523;0,296;0,198;0,691;;
30/1/2025;0,11;0,524;0,211;0,113;0,493;;
30/1/2025;0,101;0,522;0,213;0;0,395;;
30/1/2025;0,085;0,529;0,172;0,004;0,325;;
30/1/2025;0,127;0,594;0,186;0,036;0,353;;
30/1/2025;0,126;0,635;0,226;0,039;0,342;;
30/1/2025;0,165;0,921;0,385;0,048;0,399;;
30/1/2025;0,501;1,731;0,895;0,291;0,91;;
30/1/2025;2,197;2,624;0,926;0,617;2,001;;
30/1/2025;1,155;0,876;0,602;0,922;1,86;;
30/1/2025;0,436;0,403;0,446;0,705;1,015;;
30/1/2025;0,425;0,354;0,369;0,268;0,606;;
30/1/2025;0,447;0,383;0;0,019;0,857;;
30/1/2025;0,467;0,372;0;-0,023;0,572;;
30/1/2025;0,53;0,34;0;0,031;0,323;;
30/1/2025;0,348;0,377;0;-0,009;0,262;;
30/1/2025;0,398;0,434;0;-0,005;0;;
30/1/2025;0,478;0,506;0;-0,034;0;;
30/1/2025;0,585;0,522;0;-0,007;0,73;;
30/1/2025;0,474;0,489;0;0,022;0,58;;
30/1/2025;0,637;0,607;0;0,159;0,787;;
30/1/2025;0,572;0,881;0;0,183;1,034;;
30/1/2025;0,359;0,949;0;0,148;1,379;;
30/1/2025;0,413;1,228;0;0,311;1,087;;
30/1/2025;0,301;1,107;0;0,264;0,479;;
31/1/2025;0,321;0,929;0;0,197;0,362;;
31/1/2025;0;0,922;0;0,157;0;;
31/1/2025;0,236;0,467;0;0,15;0,436;;
31/1/2025;0,171;0,662;0;0,076;0,46;;
31/1/2025;0,207;0,552;0;0,073;0,471;;
31/1/2025;0,422;1,228;0;0,136;0,495;;
31/1/2025;0,674;1,687;0;0,258;0,666;;
31/1/2025;2,421;2,377;0;0,379;1,098;;
31/1/2025;0,622;2,397;0;0,669;1,146;;
31/1/2025;0,458;0,96;0;0,62;1,181;;
31/1/2025;0,446;0,628;0;0,366;1,148;;
31/1/2025;0,411;0,531;0;0,176;0,739;;
31/1/2025;0,306;0,512;0;0,039;0,293;;
31/1/2025;0,391;0,486;0;0;0,349;;
31/1/2025;0,328;0,419;0;0;0,269;;
31/1/2025;0,312;0,417;0;0;0,316;;
31/1/2025;0,337;0,496;0,135;0,18;0,438;;
31/1/2025;0,195;0,456;0,159;0,242;0,429;;
31/1/2025;0,311;0,529;0,303;0,258;0,388;;
31/1/2025;0,564;0,765;0,425;0,303;0,433;;
31/1/2025;0,483;0,824;0,853;0,334;0,407;;
31/1/2025;0,816;0,88;0,681;0,282;0,332;;
31/1/2025;0,862;1,048;0,8;0,395;0,345;;
31/1/2025;0,683;0,771;0,873;0,286;0,394;;
1/2/2025;0,637;0,846;0,665;0;0,46;;
1/2/2025;0,658;0,775;0,677;0;0,325;;
1/2/2025;0,581;0,853;0,383;0;0,298;;
1/2/2025;0,49;0,734;0,295;0,263;0,261;;
1/2/2025;0,482;0,485;0,321;0,227;0,292;;
1/2/2025;0,359;0,524;0,483;0,278;0,292;;
1/2/2025;0,512;0,863;0,673;0,443;0,395;;
1/2/2025;0,758;1,177;0,961;0,614;0,505;;
1/2/2025;0,797;0,981;0,875;0,416;0,615;;
1/2/2025;0,624;0,773;0,516;0,309;0,677;;
1/2/2025;0,333;0,514;0,367;0,236;0,444;;
1/2/2025;0,264;0,499;0,267;0,214;0,446;;
1/2/2025;0,279;0,482;0,236;0,194;0,37;;
1/2/2025;0,296;0,43;0,192;0,148;0,386;;
1/2/2025;0,285;0,532;0,111;0,17;0,438;;
1/2/2025;0,166;0,491;0,114;0,213;0,422;;
1/2/2025;0,145;0,462;0,124;0,167;0,419;;
1/2/2025;0,24;0,502;0,191;0,182;0,444;;
1/2/2025;0,332;0,566;0,208;0,176;0,384;;
1/2/2025;0,5;0,64;0,357;0,194;0,373;;
1/2/2025;0,499;0,537;0,351;0,185;0,428;;
1/2/2025;0,588;0,554;0,389;0,169;0,394;;
1/2/2025;0,404;0,521;0,374;0,172;0,284;;
1/2/2025;0,388;0,462;0,403;0,16;0,346;;
2/2/2025;0;0,539;0;0,146;0;;
2/2/2025;0;0,662;0;0,163;0;;
2/2/2025;0;0,498;0;0,119;0;;
2/2/2025;0,25;0,432;0,262;0,132;0,354;;
2/2/2025;0,257;0,45;0,267;0,124;0,417;;
2/2/2025;0,347;0,516;0,488;0,151;0,378;;
2/2/2025;0,377;0,962;0,629;0,23;0,613;;
2/2/2025;0,538;0,843;0,583;0,36;0,807;;
2/2/2025;0,548;0,611;0,484;0,252;0,631;;
2/2/2025;0,493;0,569;0,294;0,257;0,587;;
2/2/2025;0,349;0,526;0,204;0,229;0,536;;
2/2/2025;0,251;0,443;0,192;0,135;0,513;;
2/2/2025;0,255;0,427;0,186;0,146;0,376;;
2/2/2025;0,211;0,4;0,173;0,164;0,429;;
2/2/2025;0,248;0,45;0,122;0,143;0,423;;
2/2/2025;0,232;0,396;0,078;0,146;0,407;;
2/2/2025;0,345;0,492;0,085;0,138;0,336;;
2/2/2025;0,385;0,496;0,159;0,194;0,35;;
2/2/2025;0,314;0,541;0,277;0,399;0,422;;
2/2/2025;0,365;0,673;0,263;0,476;0,566;;
2/2/2025;0,36;0,957;0,344;0,408;0,724;;
2/2/2025;0,509;1,064;0,386;0,49;0,755;;
2/2/2025;0,433;0,853;0,337;0,4;0,619;;
2/2/2025;0,402;0,73;0,255;0,222;0,609;;
3/2/2025;0,281;0,617;0,234;0;0,569;;
3/2/2025;0,2;0,504;0,268;0;0,517;;
3/2/2025;0,222;0,53;0,187;0;0,472;;
3/2/2025;0,231;0,472;0,215;0,054;0,44;;
3/2/2025;0,241;0,516;0,171;0,105;0,432;;
3/2/2025;0,329;0,658;0,289;0,2;0,585;;
3/2/2025;0,693;1,398;0,631;0,591;1,09;;
3/2/2025;0,99;0,961;0,788;0,853;1,38;;
3/2/2025;0,932;1,016;0;0,633;0,825;;
3/2/2025;0,674;0,823;0;0,335;0,771;;
3/2/2025;0,597;0,663;0;0,199;0,613;;
3/2/2025;0,503;0,598;0;0,18;0,514;;
3/2/2025;0,412;0,528;0;0,215;0,442;;
3/2/2025;0,415;0,589;0,018;0,146;0,421;;
3/2/2025;0,378;0,592;-0,001;0,211;0,52;;
3/2/2025;0,382;0,501;0,023;0,319;0,439;;
3/2/2025;0,624;0,673;0,074;0,333;0,541;;
3/2/2025;0,886;0,739;0,248;0,599;0,839;;
3/2/2025;0,527;0,848;0,195;0,735;1,022;;
3/2/2025;0,459;0,599;0,143;0,788;0,883;;
3/2/2025;0,532;0,553;0,145;0,753;0,482;;
3/2/2025;0,381;0,463;0,121;0,718;0,357;;
3/2/2025;0,284;0,401;0,077;0,393;0,321;;
3/2/2025;0,235;0,376;0;0,374;0,31;;
4/2/2025;0;0,43;0;0,318;0;;
4/2/2025;0;0,39;0;0,167;0;;
4/2/2025;0;0,423;0;0,101;0;;
4/2/2025;0,21;0,423;0,009;0,153;0,308;;
4/2/2025;0,232;0,517;0,064;0,202;0,344;;
4/2/2025;0,353;0,594;0,103;0,302;0,327;;
4/2/2025;0,499;1,164;0,518;0,487;0,451;;
4/2/2025;1,023;1,664;0,609;1,09;0,71;;
4/2/2025;0,825;0,94;0,474;0,422;0,609;;
4/2/2025;0,726;0,664;0,389;0,233;0,517;;
4/2/2025;0,619;0,696;0,294;0,185;0;;
4/2/2025;0,521;0,666;0,095;0,149;0,351;;
4/2/2025;0,404;0,547;0,046;0,193;0,276;;
4/2/2025;0,413;0,481;0,034;0,112;0,249;;
4/2/2025;0,492;0,527;0,096;0,091;0,221;;
4/2/2025;0,375;0,7;0,091;0,257;0,522;;
4/2/2025;0,506;0,721;0,185;0,308;1,169;;
4/2/2025;0,72;0,86;0,216;0,559;1,091;;
4/2/2025;1,108;1,038;0,522;0,54;0,62;;
4/2/2025;1,001;1,234;0,488;0,401;0,621;;
4/2/2025;0,881;1,03;0,383;0,371;0,989;;
4/2/2025;0,542;0,647;0,364;0,302;0,722;;
4/2/2025;0,458;0,515;0,225;0,299;0,593;;
4/2/2025;0,374;0,641;0,153;0,158;0,414;;
5/2/2025;0,352;0,6;0,102;0;0,407;;
5/2/2025;0,263;0,471;0,065;0;0,388;;
5/2/2025;0,259;0,466;0,049;0;0,342;;
5/2/2025;0,208;0,382;0,053;0,134;0,284;;
5/2/2025;0,178;0,409;0,107;0,163;0,349;;
5/2/2025;0,355;0,67;0,46;0,229;0,385;;
5/2/2025;0,797;1,368;0,653;0,363;0,866;;
5/2/2025;1,305;1,189;1,293;0,598;1,295;;
5/2/2025;1,253;1,136;0,822;0,525;1,326;;
5/2/2025;0,899;1,083;0,461;0,354;0,62;;
5/2/2025;0,681;0,761;0,157;0,249;0,606;;
5/2/2025;0,451;0,669;0,136;0,263;0,538;;
5/2/2025;0,462;0,556;0,105;0,182;0,353;;
5/2/2025;0,378;0,555;0,101;0,152;0,437;;
5/2/2025;0,364;0,54;0,063;0,096;0,319;;
5/2/2025;0,335;0,469;0,058;0,108;0,354;;
5/2/2025;0,338;0,345;0,062;0,1;0,361;;
5/2/2025;0,667;0,4;0,128;0,104;0,48;;
5/2/2025;0,783;0,53;0,164;0,377;0,689;;
5/2/2025;0,659;0,52;0,256;0,228;0,512;;
5/2/2025;0,621;0,346;0,238;0,19;0,535;;
5/2/2025;0,566;0,28;0,204;0,149;0,487;;
5/2/2025;0,387;0,299;0,17;0,125;0,359;;
5/2/2025;0,243;0,194;0,125;0,083;0,374;;
6/2/2025;0;0,272;0;0,073;0;;
6/2/2025;0;0,319;0;0,062;0;;
6/2/2025;0;0,256;0;0,063;0;;
6/2/2025;0,17;0,283;0,063;0,101;0,415;;
6/2/2025;0,161;0,379;0,052;0,107;0,475;;
6/2/2025;0,223;0,441;0,11;0,219;0,558;;
6/2/2025;0,561;0,888;0,497;0,503;0,866;;
6/2/2025;0,884;1,98;0,569;1,061;1,125;;
6/2/2025;1,109;1,444;0,659;0,544;0,997;;
6/2/2025;0,827;0,779;0,707;0,326;0,73;;
6/2/2025;0,747;0,73;0,349;0,199;0,692;;
6/2/2025;0,511;0,588;0,157;0,191;0,62;;
6/2/2025;0,533;0,595;0,257;0,16;0,598;;
6/2/2025;0,435;0,634;0,264;0,152;0,571;;
6/2/2025;0,376;0,606;0,204;0,168;0,719;;
6/2/2025;0,423;0;0,212;0,185;0,736;;
6/2/2025;0,506;0;0,206;0,208;0,633;;
6/2/2025;0,669;0,452;0,205;0,312;0,568;;
6/2/2025;0,848;0,588;0,272;0,2;0,613;;
6/2/2025;0,874;0,745;0,285;0,215;0,67;;
6/2/2025;0,829;0,566;0,544;0,185;0,546;;
6/2/2025;0,858;0,793;0,364;0,266;0,524;;
6/2/2025;0,842;0,597;0,413;0,273;0,424;;
6/2/2025;0,6;0,551;0,191;0,29;0,432;;
7/2/2025;0,335;0,315;0,182;0;0,414;;
7/2/2025;0,295;0,223;0,16;0;0,43;;
7/2/2025;0,254;0,217;0,124;0;0,502;;
7/2/2025;0,252;0,266;0,091;0,131;0,526;;
7/2/2025;0,247;0,207;0,091;0,172;0,547;;
7/2/2025;0,278;0,414;0,237;0,234;0,562;;
7/2/2025;0,672;0,53;0,558;0,567;0,986;;
7/2/2025;0,71;0,537;0,61;0,899;1,276;;
7/2/2025;0,968;0,813;0,725;0,665;0,803;;
7/2/2025;1,091;0,884;0,619;0,483;1,085;;
7/2/2025;1,088;0,858;0,538;0,322;1,018;;
7/2/2025;0,901;0,759;0,335;0,234;0,951;;
7/2/2025;0,641;0,573;0,254;0,241;0,94;;
7/2/2025;0,748;0,523;0,15;0,306;0,913;;
7/2/2025;0,62;0,47;0,17;0,283;0,582;;
7/2/2025;0,542;0,401;0,163;0,242;0,575;;
7/2/2025;0,653;0,461;0,18;0,251;0,6;;
7/2/2025;0,688;0,501;0,291;0,253;0,685;;
7/2/2025;0,95;0,554;0,357;0,299;0,654;;
7/2/2025;0,861;0,564;0,411;0,289;0,577;;
7/2/2025;0,77;0,496;0,474;0,285;0,556;;
7/2/2025;0,721;0,423;0,462;0,282;0,583;;
7/2/2025;0,78;0,394;0,383;0,248;0,504;;
7/2/2025;0,372;0,216;0,254;0,224;0,467;;
8/2/2025;0;0,192;0;0,165;0;;
8/2/2025;0;0,247;0;0,162;0;;
8/2/2025;0;0,226;0;0,144;0;;
8/2/2025;0,212;0,15;0,031;0,139;0,447;;
8/2/2025;0,204;0,132;0,058;0,131;0,45;;
8/2/2025;0,243;0,198;0,135;0,131;0,475;;
8/2/2025;0,337;0,344;0,266;0,128;0,52;;
8/2/2025;0,644;0,816;0,719;0,18;0,716;;
8/2/2025;0,806;0,903;0,773;0,202;0,685;;
8/2/2025;0,764;0,587;0,481;0,243;0,658;;
8/2/2025;0,784;0,361;0,493;0,401;0,642;;
8/2/2025;0,62;0,286;0,276;0,356;0,91;;
8/2/2025;0,478;0,288;0,206;0,416;0,971;;
8/2/2025;0,418;0,349;0,159;0,382;0,568;;
8/2/2025;0,42;0,373;0,139;0,458;0,498;;
8/2/2025;0,365;0,363;0,133;0,442;0,566;;
8/2/2025;0,463;0,319;0,176;0,509;0,647;;
8/2/2025;0,492;0,437;0,202;0,508;0,617;;
8/2/2025;0,536;0,397;0,237;0,246;0,668;;
8/2/2025;0,543;0,335;0,348;0,273;0,646;;
8/2/2025;0,581;0,435;0,366;0,245;0,546;;
8/2/2025;0,611;0,331;0,3;0,222;0,576;;
8/2/2025;0,432;0,323;0,261;0,199;0,6;;
8/2/2025;0,351;0,245;0,229;0,173;0,548;;
9/2/2025;0,358;0,226;0,277;0;0,56;;
9/2/2025;0,221;0,19;0,194;0;0,472;;
9/2/2025;0,188;0,148;0,073;0;0,482;;
9/2/2025;0,173;0,127;0,031;0,105;0,484;;
9/2/2025;0,176;0,125;0,041;0,097;0,477;;
9/2/2025;0,206;0,174;0,064;0,108;0,502;;
9/2/2025;0,359;0,293;0,313;0,118;0,7;;
9/2/2025;0,441;0,332;0,669;0,151;0,726;;
9/2/2025;0,419;0,386;0,579;0,179;0,725;;
9/2/2025;0,502;0,341;0,369;0,188;0,676;;
9/2/2025;0,508;0,398;0,258;0,132;0,743;;
9/2/2025;0,396;0,4;0,255;0,139;0,633;;
9/2/2025;0,408;0,364;0,232;0,195;0,654;;
9/2/2025;0,399;0,343;0,178;0,286;0,613;;
9/2/2025;0,315;0,357;0,173;0,223;0,62;;
9/2/2025;0,426;0,399;0,171;0,456;0,571;;
9/2/2025;0,575;0,465;0,138;0,425;0,676;;
9/2/2025;0,446;0,385;0,137;0,196;0,581;;
9/2/2025;0,355;0,359;0,2;0,242;0,578;;
9/2/2025;0,377;0,285;0,265;0,306;0,652;;
9/2/2025;0,361;0,251;0,274;0,156;0,57;;
9/2/2025;0,354;0,275;0,253;0,141;0,553;;
9/2/2025;0,335;0,253;0,262;0,12;0,507;;
9/2/2025;0,266;0,218;0,171;0,088;0,475;;
10/2/2025;0;0,19;0;0,081;0;;
10/2/2025;0;0,139;0;0,079;0;;
10/2/2025;0;0,123;0;0,078;0;;
10/2/2025;0,152;0,102;0,066;0,079;0,506;;
10/2/2025;0,159;0,121;0,051;0,083;0,509;;
10/2/2025;0,198;0,202;0,114;0,135;0,529;;
10/2/2025;0,484;0,335;0,35;0,385;0,878;;
10/2/2025;0,835;0,596;0,597;0,608;1,091;;
10/2/2025;0,863;0,482;0,531;0,26;0,779;;
10/2/2025;0,63;0,404;0,415;0,25;0,944;;
10/2/2025;0,511;0,28;0,331;0,157;0,73;;
10/2/2025;0,362;0,228;0,231;0,104;0,607;;
