;;;;;;;
FECHA;Carapungo;CENTRO;COTOCOLLAO;SANGOLQUI;TUMBACO;;
10/2/2025;0,398;0,235;0,169;0,269;0,606;;
10/2/2025;0,39;0,338;0,175;0,299;0,844;;
10/2/2025;0,764;0,548;0,45;0,142;0,969;;
10/2/2025;0,91;0,538;0,229;0,23;0,993;;
10/2/2025;0,993;0,515;0,204;0,167;0,899;;
10/2/2025;1,112;0,548;0,245;0,166;1,011;;
10/2/2025;0,79;0,527;0,372;0,33;0,969;;
10/2/2025;0,664;0,534;0,387;0,42;0,862;;
10/2/2025;0,659;0,545;0,78;0,337;0,898;;
10/2/2025;0,789;0,645;0,472;0,223;0,703;;
10/2/2025;0,53;0,548;0,224;0,278;0,663;;
10/2/2025;0,369;0,472;0,124;0,193;0,661;;
11/2/2025;0,301;0,246;0,083;0;0,648;;
11/2/2025;0,201;0,208;0,056;0;0,643;;
11/2/2025;0,174;0,2;0,028;0;0,64;;
11/2/2025;0,211;0,182;0,029;0,091;0,626;;
11/2/2025;0,197;0,156;0,035;0,025;0,629;;
11/2/2025;0,239;0,332;0,158;0,068;0,668;;
11/2/2025;0,51;0,419;0,376;0,142;0,835;;
11/2/2025;0,946;1,125;0,653;0,261;0,971;;
11/2/2025;0,884;0,767;0,63;0,313;0,921;;
11/2/2025;0,705;0,572;0,709;0,277;0,777;;
11/2/2025;0,796;0,576;0,514;0,231;0,863;;
11/2/2025;0,601;0,562;0,23;0,176;0,902;;
11/2/2025;0,428;0,563;0,115;0,282;0,823;;
11/2/2025;0,716;0,478;0,169;0,209;1,085;;
11/2/2025;0,818;0,627;0,143;0,143;1,203;;
11/2/2025;0,878;0,683;0,197;0,169;0,777;;
11/2/2025;0,635;0,604;0,302;0,123;0,758;;
11/2/2025;0,799;0,546;0,361;0,529;0,806;;
11/2/2025;0,935;0,757;0,508;0,512;1,337;;
11/2/2025;0,644;0,651;0,662;0,561;1,901;;
11/2/2025;0,625;0,552;0,74;0,326;1,343;;
11/2/2025;0,78;0,564;0,533;0,419;1,513;;
11/2/2025;0,832;0,755;0,8;0,396;1,369;;
11/2/2025;0,759;0,749;0,728;0,361;0,972;;
12/2/2025;0;0,715;0;0,302;0;;
12/2/2025;0;0,462;0;0,219;0;;
12/2/2025;0;0,382;0;0,163;0;;
12/2/2025;0,314;0,339;0,435;0,177;0,884;;
12/2/2025;0,282;0,337;0,46;0,175;0,766;;
12/2/2025;0,447;0,41;0,594;0,308;0,868;;
12/2/2025;0,538;1,067;2,992;0,662;1,575;;
12/2/2025;1,116;1,697;2,158;0,836;2,443;;
12/2/2025;1,23;1,131;0,958;0,96;2,155;;
12/2/2025;1,156;0,795;0,888;0,516;1,245;;
12/2/2025;0,925;0,511;0,452;0,199;0,961;;
12/2/2025;0,766;0,64;0,317;0,153;0,862;;
12/2/2025;0,671;0,661;0,245;0,233;1,174;;
12/2/2025;0,489;0,427;0,156;0,381;1,004;;
12/2/2025;0,734;0,189;0,215;0,188;0,873;;
12/2/2025;0,708;0,195;0,159;0,106;0,747;;
12/2/2025;0,952;0,322;0,174;0,17;0,723;;
12/2/2025;1,108;0,393;0,208;0,171;0,723;;
12/2/2025;0,88;0,574;0,279;0,222;0,799;;
12/2/2025;0,649;0,453;0,412;0,19;0,853;;
12/2/2025;0,584;0,317;0,377;0,172;0,868;;
12/2/2025;0,516;0,199;0,354;0,113;0,768;;
12/2/2025;0,369;0,364;0,165;0,098;0,695;;
12/2/2025;0,311;0,273;0,204;0,097;0,642;;
13/2/2025;0,255;0,204;0,139;0;0,695;;
13/2/2025;0,222;0,21;0,13;0;0,661;;
13/2/2025;0,199;0,203;0,103;0;0,643;;
13/2/2025;0,206;0,234;0,091;0,046;0,655;;
13/2/2025;0,208;0,249;0,061;0,077;0,663;;
13/2/2025;0,213;0,278;0,118;0,161;0,668;;
13/2/2025;0,643;0,536;0,608;0,49;0,972;;
13/2/2025;1,365;1,022;1,272;0,561;1,366;;
13/2/2025;0,926;0,72;0,89;0,337;1,191;;
13/2/2025;0,583;0,389;0,66;0,298;1,386;;
13/2/2025;0,514;0,392;0,355;0,276;0;;
13/2/2025;0,556;0,308;0,362;0,196;0;;
13/2/2025;0,418;0,299;0,156;0,164;0;;
13/2/2025;0,526;0,426;0,211;0,22;0,184;;
13/2/2025;0,477;0,476;0,17;0,189;0,181;;
13/2/2025;1,15;0,556;0,264;0,119;0,6;;
13/2/2025;1,018;0,461;0,223;0,359;0,782;;
13/2/2025;1,101;0,601;0,311;0,282;0,931;;
13/2/2025;1,078;0,876;0,447;0,549;1,178;;
13/2/2025;1,144;1,2;0,43;0,861;1,476;;
13/2/2025;0,706;0,838;0,525;0,786;1,002;;
13/2/2025;0,951;0,701;0,259;0,797;0,256;;
13/2/2025;0,616;0,724;0,293;0,587;0,17;;
13/2/2025;0,391;0,486;0,312;0,27;0,16;;
14/2/2025;0;0,373;0;0,134;0;;
14/2/2025;0;0,395;0;0,124;0;;
14/2/2025;0;0,274;0;0,111;0;;
14/2/2025;0,315;0,353;0,196;0,129;0,125;;
14/2/2025;0,379;0,399;0,248;0,123;0,057;;
14/2/2025;0,469;0,556;0,561;0,255;0,179;;
14/2/2025;0,99;0,928;1,189;0,584;0,955;;
14/2/2025;1,729;1,999;1,177;0,716;1,501;;
14/2/2025;1,807;2,02;1,25;0,87;0,798;;
14/2/2025;1,666;1,356;0,895;0,927;0,801;;
14/2/2025;0,995;0,622;0,95;0,535;0,645;;
14/2/2025;0,671;0,516;0,697;0,364;0,419;;
14/2/2025;0,714;0,507;0,193;0,219;0,213;;
14/2/2025;0,629;0,399;0,196;0,189;0,24;;
14/2/2025;0,656;0,514;0,239;0,205;0,103;;
14/2/2025;0,625;0,556;0,329;0,246;0,12;;
14/2/2025;0,756;0,877;0,213;0,274;0,266;;
14/2/2025;0,956;0,866;0,32;0,428;0,18;;
14/2/2025;0,969;0,855;0,704;0,329;0,326;;
14/2/2025;0,84;0,73;0,532;0,233;0,409;;
14/2/2025;0,524;0,612;0,428;0,203;0,209;;
14/2/2025;0,621;0,676;0,507;0,223;0,15;;
14/2/2025;0,412;0,483;0,324;0,173;0,144;;
14/2/2025;0,397;0,452;0,233;0,129;0,039;;
15/2/2025;0,38;0,368;0,176;0;0,035;;
15/2/2025;0,266;0,286;0,098;0;0,045;;
15/2/2025;0,247;0,254;0,078;0;-0,005;;
15/2/2025;0,213;0,242;0,097;-0,01;-0,041;;
15/2/2025;0,195;0,248;0,08;0,001;-0,033;;
15/2/2025;0,202;0,348;0,147;0;-0,026;;
15/2/2025;0,433;0,746;0,228;0,041;0,062;;
15/2/2025;0,59;0,811;0,553;0,091;0,114;;
15/2/2025;0,519;0,574;0,727;0,09;0,222;;
15/2/2025;0,446;0,635;0,548;0,062;0,165;;
15/2/2025;0,623;0,624;0,383;0,074;0,229;;
15/2/2025;0,561;0,628;0,314;0,119;0,346;;
15/2/2025;0,476;0,53;0,305;0,175;0,208;;
15/2/2025;0,633;0,604;0,226;0,113;0,377;;
15/2/2025;0,452;0,494;0,202;0,249;0,298;;
15/2/2025;0,404;0,417;0,175;0,18;0,312;;
15/2/2025;0,485;0,505;0,191;0,156;0,353;;
15/2/2025;0,586;0,471;0,3;0,094;0,476;;
15/2/2025;0,642;0,499;0,415;0,141;0,149;;
15/2/2025;0,861;0,521;0,485;0,104;0,153;;
15/2/2025;0,676;0,641;0,462;0,111;0,222;;
15/2/2025;0,521;0,618;0,433;0,099;0,265;;
15/2/2025;0,745;0,589;0,309;0,111;0,174;;
15/2/2025;0,384;0,446;0,405;0,168;0,184;;
16/2/2025;0;0,417;0;0,068;0;;
16/2/2025;0;0,43;0;0,049;0;;
16/2/2025;0;0,37;0;0,066;0;;
16/2/2025;0,201;0,31;0,128;0,075;0,026;;
16/2/2025;0,188;0,287;0,125;0,075;0,046;;
16/2/2025;0,189;0,277;0,136;0,032;-0,027;;
16/2/2025;0,227;0,528;0,238;0,076;0,05;;
16/2/2025;0,562;0,8;0,535;0,193;0,343;;
16/2/2025;0,648;0,832;0,406;0,076;0,425;;
16/2/2025;0,643;0,671;0,389;0,079;0,391;;
16/2/2025;0,578;0,57;0,35;0,102;0,392;;
16/2/2025;0,436;0,583;0,367;0,137;0,23;;
16/2/2025;0,49;0,532;0,275;0,179;0,099;;
16/2/2025;0,52;0,626;0,173;0,213;0,249;;
16/2/2025;0,53;0,538;0,143;0,212;0,379;;
16/2/2025;0,46;0,649;0,135;0,136;0,3;;
16/2/2025;0,517;0,612;0,181;0,128;0,288;;
16/2/2025;0,559;0,532;0,224;0,21;0,233;;
16/2/2025;0,528;0,538;0,263;0,292;0,196;;
16/2/2025;0,556;0,525;0,296;0,148;0,209;;
16/2/2025;0,601;0,615;0,266;0,157;0,135;;
16/2/2025;0,363;0,425;0,255;0,09;0,131;;
16/2/2025;0,512;0,266;0,201;0,045;0,113;;
16/2/2025;0,252;0,278;0,245;0,029;0,08;;
17/2/2025;0,195;0,219;0,144;0;0,067;;
17/2/2025;0,181;0,2;0,099;0;0,013;;
17/2/2025;0,16;0,187;0,1;0;0,003;;
17/2/2025;0,154;0,177;0,094;0;0,001;;
17/2/2025;0,144;0,194;0,102;0;-0,011;;
17/2/2025;0,216;0,322;0,269;0;0,07;;
17/2/2025;0,836;0,867;1,09;0;0,641;;
17/2/2025;1,235;1,497;1,126;0;0,864;;
17/2/2025;1,521;1,479;0,703;0;0,642;;
17/2/2025;1,033;0,772;0,409;0;0,321;;
17/2/2025;0,862;0,857;0,289;0;0,295;;
17/2/2025;0,786;0,891;0,259;0;0,237;;
17/2/2025;1,133;1,077;0,235;0;0,267;;
17/2/2025;1,262;0,846;0,206;0;0,7;;
17/2/2025;1,168;0,509;0,2;0;1,156;;
17/2/2025;0,869;0,513;0,418;0;0,765;;
17/2/2025;0,908;0,501;0,503;0;0,602;;
17/2/2025;0,868;0,863;0,511;0;0,956;;
17/2/2025;0,791;1,18;0,762;0;0,882;;
17/2/2025;0,555;0,739;0,553;0;0,32;;
17/2/2025;1,095;0,743;0,444;0;0,253;;
17/2/2025;0,658;0,627;0,267;0;0,204;;
17/2/2025;0,488;0,352;0,278;0;0,132;;
17/2/2025;0,311;0,243;0,185;0;0,123;;
18/2/2025;0;0,218;0;0;0;;
18/2/2025;0;0,253;0;0;0;;
18/2/2025;0;0,202;0;0;0;;
18/2/2025;0,187;0,19;0,104;0;0,047;;
18/2/2025;0,185;0,191;0,117;0;0,028;;
18/2/2025;0,235;0,24;0,186;0;0,012;;
18/2/2025;0,514;0,348;0,557;0;0,449;;
18/2/2025;0,868;0,539;0,931;0;0,704;;
18/2/2025;0,832;0,64;0,733;0;0,416;;
18/2/2025;0,73;0,462;0,821;0;0,434;;
18/2/2025;1,066;0,466;0,671;0;0,493;;
18/2/2025;0,785;0,516;0,582;0;0,373;;
18/2/2025;0,699;0,559;0,467;0;0,306;;
18/2/2025;0,699;0,766;0,368;0;0,321;;
18/2/2025;0,77;0,778;0,256;0;0,345;;
18/2/2025;0,893;0,618;0,351;0;0,407;;
18/2/2025;0,769;0,589;0,323;0;0,433;;
18/2/2025;0,652;0,597;0,656;0;0,725;;
18/2/2025;1,198;0,92;0,676;0;0,644;;
18/2/2025;0,81;0,745;0,791;0;1,024;;
18/2/2025;0,705;0,671;0,748;0;0,631;;
18/2/2025;0,565;0,703;0,627;0;0,47;;
18/2/2025;0,584;0,439;0,465;0;0,261;;
18/2/2025;0,447;0,484;0,31;0;0,159;;
19/2/2025;0,244;0,299;0,239;0;0,157;;
19/2/2025;0,284;0,312;0,191;0;0,126;;
19/2/2025;0,232;0,281;0,108;0;0,101;;
19/2/2025;0,213;0,18;0,081;0;0,057;;
19/2/2025;0,209;0,19;0,098;0;0,055;;
19/2/2025;0,242;0,248;0,213;0;0,217;;
19/2/2025;0,719;0,606;0,614;0;0,874;;
19/2/2025;1,465;0,765;1,188;0;1,251;;
19/2/2025;1,14;0,743;0,99;0;0,644;;
19/2/2025;0,791;0,762;0,974;0;0,479;;
19/2/2025;0,881;0,718;0,65;0;0,431;;
19/2/2025;0,702;0,669;0,336;0;0,411;;
19/2/2025;0,614;0,483;0,291;0,304;0,375;;
19/2/2025;0,382;0,468;0,244;0,26;0,341;;
19/2/2025;0,323;0,446;0,229;0,272;0,366;;
19/2/2025;0,535;0,488;0,241;0,276;0,362;;
19/2/2025;0,369;0,524;0,241;0,241;0,347;;
19/2/2025;0,936;0,574;0,381;0,346;0,578;;
19/2/2025;1,134;0,81;0,589;0,369;0,459;;
19/2/2025;0,81;0,717;0,607;0,374;0,425;;
19/2/2025;0,657;0,601;0,575;0,421;0,378;;
19/2/2025;0,583;0,486;0,562;0,423;0,32;;
19/2/2025;0,519;0,527;0,524;0,338;0,361;;
19/2/2025;0,369;0,54;0,366;0,427;0,313;;
20/2/2025;0;0,401;0;0,198;0;;
20/2/2025;0;0,352;0;0,203;0;;
20/2/2025;0;0,316;0;0,121;0;;
20/2/2025;0,254;0,305;0,132;0,098;0,215;;
20/2/2025;0,284;0,292;0,16;0,114;0,254;;
20/2/2025;0,317;0,348;0,21;0,106;0,272;;
20/2/2025;0,523;0,781;0,693;0,207;0,495;;
20/2/2025;1,043;0,864;0,753;0,3;0,536;;
20/2/2025;1,008;0,646;0,577;0,243;0,452;;
20/2/2025;0,701;0,856;0,374;0,168;0,362;;
20/2/2025;0,966;0,992;0,49;0,245;0,582;;
20/2/2025;0,754;0,971;0,286;0,267;0,547;;
20/2/2025;0,8;0,85;0,333;0,232;0,735;;
20/2/2025;0,751;0,828;0,308;0,181;0,617;;
20/2/2025;0,544;0,664;0,315;0,123;0,448;;
20/2/2025;0,564;0,611;0,395;0,112;0,556;;
20/2/2025;0,717;0,63;0,383;0,298;0,437;;
20/2/2025;0,868;0,642;0,421;0,244;0,61;;
20/2/2025;0,919;0,915;0,603;0,191;0,527;;
20/2/2025;1,096;1,061;0,727;0,25;0,469;;
20/2/2025;1,038;1,347;0,661;0,336;0,476;;
20/2/2025;0,793;1,03;0,882;0,268;0,345;;
20/2/2025;0,886;1,124;1,171;0,279;0,331;;
20/2/2025;0,767;0,981;0,689;0,201;0,36;;
21/2/2025;0,75;0,657;0,514;0;0,347;;
21/2/2025;0,443;0,498;0,673;0;0,297;;
21/2/2025;0,4;0,525;0,642;0;0,279;;
21/2/2025;0,441;0,445;0,434;0,167;0,271;;
21/2/2025;0,38;0,415;0,434;0,073;0,265;;
21/2/2025;0,4;0,585;0,617;0,065;0,354;;
21/2/2025;0,791;1,247;1,129;0,31;0,534;;
21/2/2025;1,131;1,038;1,592;0,21;0,903;;
21/2/2025;1,183;1,077;1,123;0,16;0,572;;
21/2/2025;1,015;0,941;1,126;0,313;0,797;;
21/2/2025;0,965;0,772;0,727;0,202;0,564;;
21/2/2025;0,768;0,881;0,454;0,131;0,572;;
21/2/2025;0,626;0,718;0,298;0,106;0,523;;
21/2/2025;0,594;0,621;0,33;0,075;0,435;;
21/2/2025;0,549;0,653;0,358;0,03;0,412;;
21/2/2025;0,488;0,6;0,314;0,01;0,677;;
21/2/2025;0,476;0,598;0,406;0,015;0,694;;
21/2/2025;0,7;0,779;0,497;0,075;0,56;;
21/2/2025;0,861;1,009;0,668;0,161;1,037;;
21/2/2025;0,8;1,007;0,964;0,357;0,988;;
21/2/2025;0,983;1,105;1,01;0,417;0,59;;
21/2/2025;1,186;1,263;1,538;0,599;0,431;;
21/2/2025;1,519;1,211;1,75;0,317;0,415;;
21/2/2025;1,132;1,547;1,087;0,2;0,396;;
22/2/2025;0;1,348;0;0,306;0;;
22/2/2025;0;1,083;0;0,208;0;;
22/2/2025;0;1,029;0;0,277;0;;
22/2/2025;0,705;0,852;0,969;0,3;0,405;;
22/2/2025;0,582;0,82;0,818;0,258;0,423;;
22/2/2025;0,725;1,145;0,859;0,253;0,463;;
22/2/2025;1,296;1,741;1,492;0,325;0,59;;
22/2/2025;1,711;2,131;1,663;0,52;0,689;;
22/2/2025;1,706;2,027;1,706;0,415;0,815;;
22/2/2025;0,71;1,522;0,67;0,252;0,995;;
22/2/2025;0,763;0,916;0,507;0,269;1,051;;
22/2/2025;0,831;0,753;0,403;0,237;0,885;;
22/2/2025;0,699;0,712;0,373;0,115;0,648;;
22/2/2025;0,611;0,557;0,3;-0,021;0,544;;
22/2/2025;0,518;0,554;0,283;-0,038;0,364;;
22/2/2025;0,464;0,491;0,331;0,056;0,397;;
22/2/2025;0,468;0,48;0,307;0,237;0,37;;
22/2/2025;0,509;0,587;0,343;0,215;0,401;;
22/2/2025;0,705;0,708;0,432;0,244;0,433;;
22/2/2025;0,843;0,636;0,6;0,123;0,492;;
22/2/2025;0,747;0,841;0,607;0,013;0,426;;
22/2/2025;0,551;0,504;0,552;-0,042;0,37;;
22/2/2025;0,45;0,472;0,37;-0,082;0,302;;
22/2/2025;0,453;0,392;0,326;-0,104;0,329;;
23/2/2025;0,411;0,366;0,39;0;0,31;;
23/2/2025;0,403;0,435;0,435;0;0,318;;
23/2/2025;0,296;0,329;0,308;0;0,344;;
23/2/2025;0,333;0,451;0,239;-0,008;0,312;;
23/2/2025;0,319;0,464;0,237;-0,02;0,329;;
23/2/2025;0,302;0,493;0,269;-0,053;0,351;;
23/2/2025;0,452;0,737;0,362;-0,001;0,458;;
23/2/2025;0,589;0,88;0,441;0,094;0,628;;
23/2/2025;0,585;0,669;0,437;0,136;0,592;;
23/2/2025;0,616;0,696;0,491;-0,005;0,649;;
23/2/2025;0,61;0,587;0,454;-0,015;0,563;;
23/2/2025;0,536;0,485;0,387;-0,063;0,503;;
23/2/2025;0,551;0,523;0,287;-0,055;0,431;;
23/2/2025;0,434;0,375;0,27;-0,083;0,319;;
23/2/2025;0,379;0,34;0,269;-0,098;0,338;;
23/2/2025;0,359;0,375;0,246;-0,046;0,273;;
23/2/2025;0,42;0,414;0,291;0,16;0,348;;
23/2/2025;0,462;0,538;0,263;0,014;0,385;;
23/2/2025;0,645;0,383;0,404;-0,085;0,406;;
23/2/2025;0,597;0,474;0,489;-0,014;0,399;;
23/2/2025;0,462;0,404;0,427;-0,018;0,358;;
23/2/2025;0,71;0,641;0,435;-0,097;0,352;;
23/2/2025;0,333;0,502;0,401;-0,121;0,361;;
23/2/2025;0,26;0,326;0,311;-0,14;0,326;;
24/2/2025;0;0,305;0;-0,149;0;;
24/2/2025;0;0,295;0;-0,197;0;;
24/2/2025;0;0,249;0;-0,197;0;;
24/2/2025;0,23;0,233;0,167;-0,207;0,316;;
24/2/2025;0,257;0,258;0,148;-0,214;0,289;;
24/2/2025;0,313;0,281;0,286;-0,175;0,321;;
24/2/2025;0,539;0,498;0,51;-0,098;0,584;;
24/2/2025;0,958;0,594;0,877;0,01;0,561;;
24/2/2025;0,925;0,665;0,625;-0,098;0,474;;
24/2/2025;0,759;0,661;0,438;-0,082;0,437;;
24/2/2025;0,739;0,675;0,443;-0,115;0,462;;
24/2/2025;0,695;0,651;0,266;-0,133;0,424;;
24/2/2025;0,685;0,565;0,36;-0,069;0,518;;
24/2/2025;0,523;0,54;0,304;0,011;0,57;;
24/2/2025;0,438;0,578;0,305;-0,102;0,434;;
24/2/2025;0,442;0,416;0,252;-0,037;0,392;;
24/2/2025;0,489;0,484;0,301;-0,09;0,763;;
24/2/2025;0,612;0,953;0,365;-0,117;0,492;;
24/2/2025;0,959;0,898;0,475;-0,038;0,629;;
24/2/2025;0,871;0,791;0,608;-0,11;0,884;;
24/2/2025;0,761;0,997;0,633;0,003;0,811;;
24/2/2025;0,612;0,917;0,537;0,141;0,702;;
24/2/2025;0,808;0,717;0,6;0,02;0,518;;
24/2/2025;0,704;0,905;0,548;-0,009;0,381;;
25/2/2025;0,485;0;0,439;0;0,376;;
25/2/2025;0,429;0;0,336;0;0,354;;
25/2/2025;0,342;0;0,23;0;0,37;;
25/2/2025;0,328;0,459;0,239;-0,144;0,383;;
25/2/2025;0,36;0,597;0,241;-0,143;0,385;;
25/2/2025;0,479;0,943;0,373;-0,039;0,532;;
25/2/2025;0,888;1,787;0,82;0,372;0,952;;
25/2/2025;1,152;2,129;0,894;0,697;1,558;;
25/2/2025;0,998;1,188;0,783;0,685;1,708;;
25/2/2025;0,769;0,691;0,542;0,222;0,973;;
25/2/2025;0,867;0,674;0,466;0,026;0,684;;
25/2/2025;0,734;0,766;0,345;-0,025;0,558;;
25/2/2025;0,502;0,585;0,324;-0,111;0,604;;
25/2/2025;0,687;0,448;0,274;-0,128;0,633;;
25/2/2025;0,564;0,549;0,259;-0,006;0,623;;
25/2/2025;0,483;0,53;0,263;-0,029;0,556;;
25/2/2025;0,441;0,503;0,262;0,028;0,448;;
25/2/2025;0,859;0,608;0,327;0,486;0,583;;
25/2/2025;0,853;0,874;0,502;0,58;0,526;;
25/2/2025;0,808;0,82;0,493;0,272;0,567;;
25/2/2025;0,766;0,611;0,48;-0,012;0,5;;
25/2/2025;0,461;0,471;0,432;-0,096;0,52;;
25/2/2025;0,4;0,4;0,352;-0,194;0,428;;
25/2/2025;0,406;0,378;0,359;-0,2;0,38;;
26/2/2025;0;0,327;0;-0,209;0;;
26/2/2025;0;0,288;0;-0,259;0;;
26/2/2025;0;0,254;0;-0,262;0;;
26/2/2025;0,24;0,261;0,143;-0,227;0,354;;
26/2/2025;0,247;0,252;0,164;-0,219;0,411;;
26/2/2025;0,333;0,367;0,31;-0,158;0,56;;
26/2/2025;0,643;0,626;0,647;0,353;1,093;;
26/2/2025;0,992;1,055;0,897;0,512;1,723;;
26/2/2025;1,039;0,908;0,918;0,443;0,958;;
26/2/2025;1,154;0,807;0,77;0,108;0,645;;
26/2/2025;0,693;0,702;0,371;-0,073;0,739;;
26/2/2025;0,499;0,542;0,345;-0,062;0,728;;
26/2/2025;0,484;0,413;0,329;-0,077;0,624;;
26/2/2025;0,474;0,553;0,391;-0,167;0,555;;
26/2/2025;0,53;0,529;0,356;-0,207;0,537;;
26/2/2025;0,483;0,481;0,408;-0,217;0,401;;
26/2/2025;0,613;0,601;0,317;-0,156;0,515;;
26/2/2025;0,562;0,56;0,387;-0,159;0,505;;
26/2/2025;0,77;0,615;0,562;-0,128;0,532;;
26/2/2025;0,94;0,804;0,518;-0,157;0,577;;
26/2/2025;0,867;0,667;0,633;-0,188;0,585;;
26/2/2025;0,87;0,852;0,656;-0,177;0,603;;
26/2/2025;0,622;0,765;0,565;-0,146;0,607;;
26/2/2025;0,623;0,736;0,493;-0,14;0,802;;
27/2/2025;0,573;0;0,452;0;0,647;;
27/2/2025;0,447;0;0,418;0;0,509;;
27/2/2025;0,434;0;0,409;0;0,515;;
27/2/2025;0,451;0,486;0,412;-0,125;0,538;;
27/2/2025;0,407;0,612;0,387;-0,116;0,641;;
27/2/2025;0,476;0,633;0,502;0,022;0,664;;
27/2/2025;0,832;1,716;1,009;0,177;1,065;;
27/2/2025;1,366;1,689;0,973;0,615;1,527;;
27/2/2025;1,735;1,531;0,908;0,324;0,932;;
27/2/2025;1,128;0,827;1,123;0,069;0,746;;
27/2/2025;0,897;0,787;0,719;-0,019;0,675;;
27/2/2025;0,736;0,671;0,386;-0,09;0,618;;
27/2/2025;0,577;0,528;0,315;-0,073;0,605;;
27/2/2025;0,757;0,593;0,305;-0,033;0,627;;
27/2/2025;0,81;0,724;0,371;-0,159;0,891;;
27/2/2025;1,192;0,97;0,525;0,049;0,761;;
27/2/2025;1,13;1,009;0,48;0,186;0,863;;
27/2/2025;1,199;0,945;0,61;0,087;1,328;;
27/2/2025;1,081;1,072;0,837;0,253;1,242;;
27/2/2025;0,974;0,889;0,771;0,495;0,963;;
27/2/2025;1;0,678;0,921;0,163;0,914;;
27/2/2025;1,018;1,107;0,789;0,309;0,78;;
27/2/2025;0,91;1,251;0,788;0,216;0,868;;
27/2/2025;0,816;1,128;0,793;0,111;1,022;;
28/2/2025;0;0,92;0;0,064;0;;
28/2/2025;0;0,768;0;-0,137;0;;
28/2/2025;0;0,59;0;-0,224;0;;
28/2/2025;0,414;0,478;0,549;-0,18;0,642;;
28/2/2025;0,513;0,622;0,401;-0,172;0,737;;
28/2/2025;0,652;0,899;0,699;-0,067;0,664;;
28/2/2025;1,507;1,556;2,343;0,253;1,217;;
28/2/2025;1,661;1,991;2,251;0,586;1,067;;
28/2/2025;2,334;1,88;1,345;0,425;1,086;;
28/2/2025;1,657;1,751;1,127;0,106;0,953;;
28/2/2025;1,072;1,129;0,553;-0,087;0,737;;
28/2/2025;0,86;0,752;0,422;-0,058;0,769;;
28/2/2025;0,678;0,702;0,409;-0,166;0,752;;
28/2/2025;0,716;0,652;0,365;-0,223;0,603;;
28/2/2025;0,936;0,613;0,344;-0,215;0,533;;
28/2/2025;0,839;0,645;0,469;-0,201;0,564;;
28/2/2025;0,955;0,771;0,394;-0,211;0,678;;
28/2/2025;1,212;0,759;0,46;-0,243;0,629;;
28/2/2025;1,273;0,883;0,508;-0,07;0,754;;
28/2/2025;1,074;1,064;0,822;-0,007;0,772;;
28/2/2025;0,802;1,194;0,52;0;0,616;;
28/2/2025;0,631;1,073;0;0;0,478;;
28/2/2025;0,587;0,732;0;0,313;0,489;;
28/2/2025;0,579;0,663;0,024;0,476;0,44;;
1/3/2025;0,417;0;-0,025;0;0,403;;
1/3/2025;0,318;0;-0,06;0;0,392;;
1/3/2025;0,323;0;-0,072;0;0,411;;
1/3/2025;0,328;0,441;-0,04;0,038;0,434;;
1/3/2025;0,322;0,521;0,003;0,042;0,488;;
1/3/2025;0,409;0,599;0,105;0,086;0,641;;
1/3/2025;0,482;0,692;0,37;0,17;0,767;;
1/3/2025;0,775;1,116;0,464;0,273;1,092;;
1/3/2025;0,678;0,825;0,355;0,362;0,975;;
1/3/2025;0,635;0,692;0,515;0,332;0,764;;
1/3/2025;0,658;0,645;0,282;0,168;0,69;;
1/3/2025;0,665;0,775;0,159;0,224;0,672;;
1/3/2025;0,568;0,647;0,15;0,202;0,631;;
1/3/2025;0,464;0,603;0,07;0,133;0,472;;
1/3/2025;0,439;0,577;0,067;0,165;0,444;;
1/3/2025;0,683;0,899;0,044;0,177;0,55;;
1/3/2025;0,835;0,771;0,021;0,238;0,998;;
1/3/2025;0,616;0,552;0,035;0,133;0,964;;
1/3/2025;0,627;0,714;0,187;0,19;0,584;;
1/3/2025;0,498;0,556;0,475;0,103;0,853;;
1/3/2025;0,517;0,437;0,297;0,09;0,553;;
1/3/2025;0,476;0,387;0,232;0,064;0,591;;
1/3/2025;0,384;0,477;0,158;0,051;0,474;;
1/3/2025;0,31;0,363;0,037;0,06;0,569;;
2/3/2025;0;0,349;0;0,031;0;;
2/3/2025;0;0,394;0;0,126;0;;
2/3/2025;0;0,321;0;0,13;0;;
2/3/2025;0,228;0,365;-0,062;0,098;0,487;;
2/3/2025;0,224;0,275;-0,055;0,025;0,468;;
2/3/2025;0,271;0,288;-0,04;0,03;0,491;;
2/3/2025;0,434;0,517;0,149;0,13;0,756;;
2/3/2025;0,629;0,884;0,363;0,233;0,967;;
2/3/2025;0,845;1,056;0,4;0,211;1,081;;
2/3/2025;0,745;0,642;0,295;0,209;0,693;;
2/3/2025;0,622;0,541;0,316;0,105;0,616;;
2/3/2025;0,667;0,548;0,278;0,108;0,559;;
2/3/2025;0,589;0,547;0,21;0,219;0,854;;
2/3/2025;0,528;0,597;0,211;0,119;0,898;;
2/3/2025;0,559;0,674;0,078;0,15;0,794;;
2/3/2025;0,498;0,808;0,022;0,097;0,638;;
2/3/2025;0,503;0,584;-0,018;0,199;0,599;;
2/3/2025;0,513;0,517;-0,005;0,19;0,518;;
2/3/2025;0,527;0,65;0,08;0,105;0,597;;
2/3/2025;0,616;0,61;0,165;0,091;0,589;;
2/3/2025;0,578;0,81;0,39;0,105;0,608;;
2/3/2025;0,498;0,698;0,193;0,063;0,582;;
